,Timestamp,HRV
1286,1579555052.265625,341.7282899663112
1287,1579555052.78125,338.0405468072537
1288,1579555053.640625,352.046643221093
1289,1579555053.921875,349.01055421650506
1290,1579555054.46875,344.4572745985488
1291,1579555054.8125,349.8748295972472
1292,1579555055.203125,339.8246194472958
1293,1579555056.046875,346.80622395869773
1294,1579555056.765625,353.4539453019014
1295,1579555057.609375,359.2041025453932
1296,1579555057.9375,325.9662310349171
1297,1579555058.421875,326.2877028281504
1298,1579555059.140625,328.2136202757773
1299,1579555059.890625,331.1463821799288
1300,1579555060.765625,283.78328122408567
1301,1579555061.40625,292.016530962165
1302,1579555061.640625,292.61812698280886
1303,1579555062.21875,287.353863748054
1304,1579555063.109375,276.3787244570064
1305,1579555063.890625,277.7519030977795
1306,1579555064.734375,278.50123556236224
1307,1579555065.484375,225.44455344586254
1308,1579555066.53125,229.9675024990761
1309,1579555067.234375,235.55062694527507
1310,1579555067.90625,248.57935952801827
1311,1579555068.15625,245.0163017506936
1312,1579555068.734375,246.87608207147275
1313,1579555069.5,240.98503054280238
1314,1579555070.3125,240.1217439439904
1315,1579555071.046875,239.2168030149376
1316,1579555071.890625,239.2168030149376
1317,1579555072.625,239.7226156500992
1318,1579555073.375,240.8153778819222
1319,1579555074.140625,240.52141299597767
1320,1579555074.890625,231.10815119307145
1321,1579555075.890625,241.2209487011969
1322,1579555076.53125,206.0706899125444
1323,1579555077.3125,191.04383684567713
1324,1579555078.125,191.0919030289309
1325,1579555079.03125,190.03006180798408
1326,1579555079.765625,189.76660106208112
1327,1579555080.59375,190.97608205020938
1328,1579555081.40625,191.85896234766582
1329,1579555082.171875,190.33370053691692
1330,1579555083.09375,189.11691359615762
1331,1579555083.8125,188.80108379264885
1332,1579555084.578125,185.9852513432721
1333,1579555085.296875,114.5351458544817
1334,1579555086.171875,115.85388599540394
1335,1579555087.015625,114.5351458544817
1336,1579555087.71875,115.49546991322066
1337,1579555088.484375,258.80595373981157
1338,1579555088.75,263.97505758257785
1339,1579555089.34375,263.99706780705725
1340,1579555089.9375,265.29155803620654
1341,1579555090.21875,274.8555438870965
1342,1579555090.890625,277.70140838879195
1343,1579555091.53125,276.15145298297193
1344,1579555092.3125,275.7434529082006
